shopNo,distCode,totalTransactions,meanTransactions,medianTransactions,maxTransactions,stdTransactions,totalOtherShopTrans,meanUtilization,meanPortability,totalRice,totalWheat,meanRiceWheatRatio,meanTransactionToCardRatio,totalRcs,volatilityCoeff,portabilityLoad,seasonalPeakTransactions,seasonalMeanTransactions,seasonalStdTransactions,seasonalPeakToMean,latitude,longitude,distName,shopStatus,pca1,pca2,pca3,kmeans_cluster,dbscan_cluster,clusterPersona
1481047,538,143622,469.3529411764706,471.0,519,28.286698626562536,112932,0.5818408394786408,0.7859123601155227,2934450.0,84870.0,33.2873850660241,0.5818408394786408,807.2777777777778,0.06026743660252702,0.7863140744454192,9342,8448.35294117647,523.9724397781421,1.1057776663742325,16.756889,77.992859,Mahbubnagar,Active,1.6601017525144257,1.0877834581654504,-0.2764826862652568,0,0,Active Urban Shops
1677829,536,376578,1230.6470588235295,1246.0,1350,82.72565527393209,296082,0.9849555607885,0.7865712429004849,8053524.0,1456812.0,5.5293717945906025,0.9849555607885,1249.4444444444443,0.0672212676094281,0.7862434874049997,24300,22151.647058823528,1532.379723713107,1.0969838917833756,17.425908,78.452311,Hyderabad,Active,8.912950131720644,-0.4331624977310043,-0.9792293693284672,3,0,High-Volume Urban Hubs
2281034,541,35514,116.05882352941177,111.0,153,21.50325489479198,27918,1.0255935605856625,0.7832959807542802,704502.0,0.0,0.0,1.0255935605856625,113.16666666666667,0.1852789321903009,0.786112519006589,2754,2089.0588235294117,398.3184138644978,1.318297009630005,17.242764,80.144319,Khammam,Active,-1.2985393482245222,2.6030736255766627,2.267718748014016,1,0,Stable Rural Shops
2155003,540,153072,500.2352941176471,498.0,530,8.856424698364519,120276,0.976984380380911,0.7856789066714418,2932146.0,0.0,0.0,0.976984380380911,512.0555555555555,0.01770451785891308,0.7857478833490122,9540,9004.235294117647,164.05316570084992,1.0595014111006584,17.969844,79.494471,Hanumakonda,Active,1.2161900179894802,0.19862538152291642,0.8082835319993468,0,0,Active Urban Shops
3727018,934,15858,440.5,440.5,487,47.15960741385123,12456,0.7607944732297064,0.784386433045998,376002.0,0.0,0.0,0.7607944732297064,579.0,0.10705926768184161,0.7854710556186152,8766,7929.0,1183.6967517062806,1.1055618615209988,17.68072,77.65282,Sangareddy,Active,0.4055544568856397,1.5545277164101663,0.6186495129801017,0,-1,Active Urban Shops
1675576,536,200052,653.7647058823529,657.0,676,14.464321149181341,157122,1.2193331199508297,0.7854178152970006,4886280.0,884142.0,5.562021037658862,1.2193331199508297,536.1666666666666,0.02212465894692125,0.7854057944934317,12168,11767.764705882353,267.9317845580673,1.0340111570991541,17.383363,78.454815,Hyderabad,Active,3.4030771449457897,-0.33374481173065823,0.9620232621148332,0,0,Active Urban Shops
1677770,536,247824,809.8823529411765,1117.0,1284,425.8762529598256,194634,0.9234690455429606,0.8350863559950616,5077980.0,839376.0,5.8096276738722405,0.9234690455429606,877.0,0.5258495279137881,0.7853718768158048,23112,14577.882352941177,7888.77564868555,1.5854154561301568,17.43246,78.441802,Hyderabad,Active,9.151833942831722,6.5814784536253645,1.15330585086031,3,-1,High-Volume Urban Hubs
4107017,938,194040,634.1176470588235,623.0,818,69.5415376451519,152388,1.3273192049926692,0.7843650036175878,4413312.0,0.0,0.0,1.3273192049926692,538.6666666666666,0.10966661780775347,0.7853432282003711,14724,11414.117647058823,1288.161960040009,1.2899814471243043,17.177928,77.878661,Vikarabad,Active,3.039518831473339,0.9489875132407724,1.7205310123682336,0,0,Active Urban Shops
3302064,930,387702,1267.0,1272.0,1317,39.10691524106874,304434,1.6711959403661825,0.785125540357002,7714746.0,627768.0,11.046339918017734,1.6711959403661825,758.1666666666666,0.030865757885610686,0.7852267979014811,23706,22806.0,724.4021673076356,1.0394632991318074,17.481328,78.575313,Medchal,Active,7.305842751166016,-1.7651799110195405,1.1023745177244881,3,-1,High-Volume Urban Hubs
3307009,930,157158,513.5882352941177,523.0,623,73.16440318846853,123390,1.096708597097372,0.7847433945624743,3281562.0,0.0,0.0,1.096708597097372,468.44444444444446,0.14245731923078284,0.7851334325964953,11214,9244.588235294117,1355.270593775627,1.213034016722025,17.514734,78.37693,Medchal,Active,2.0555100582990082,1.5386807140638068,1.4414575002687793,0,0,Active Urban Shops
2111036,540,199494,651.9411764705883,668.0,691,63.998384743358336,156618,0.9054050534549789,0.7856294050487539,4052592.0,0.0,0.0,0.9054050534549789,720.0555555555555,0.09816588835487608,0.7850762428945232,12438,11734.941176470587,1185.4826269598088,1.0599115762880087,18.011843,79.568012,Hanumakonda,Active,2.9222868105049637,0.7687088381580357,0.40462429706220465,0,0,Active Urban Shops
1804002,533,133884,437.52941176470586,437.0,457,6.768353383334609,105102,0.9309136420525657,0.7849899508953048,2958858.0,0.0,0.0,0.9309136420525657,470.0,0.015469482053870443,0.7850228556063458,8226,7875.529411764706,125.37449782903337,1.044501210002689,18.795141,78.284615,Nizamabad,Active,0.8182829044270062,0.2866243177471242,0.7840268358612982,0,0,Active Urban Shops
3717046,934,235494,769.5882352941177,770.0,840,37.877374086587345,184860,1.3819426030619164,0.7847540260840359,5508162.0,0.0,0.0,1.3819426030619164,556.8888888888889,0.049217714551095686,0.7849881525643966,15120,13852.588235294117,701.6265975238832,1.0914927768860354,18.033496,77.77577,Sangareddy,Active,3.4993876306836524,-0.38630810817973615,1.396973609288396,0,0,Active Urban Shops
3384058,930,127890,417.94117647058823,417.0,541,42.556228616046475,100386,0.7422751062681843,0.7836436172904422,2732472.0,414864.0,6.754547516717032,0.7422751062681843,563.0555555555555,0.10182348859574808,0.7849401829697397,9738,7522.941176470588,788.2959842746435,1.2944405348346235,17.457725,78.45249,Medchal,Active,1.672841384135347,1.8341141573949695,0.5129633766722146,0,0,Active Urban Shops
3702010,934,537462,1756.4117647058824,1795.0,1900,122.76505774087956,421848,1.5871219354577524,0.7845749115925267,11449548.0,0.0,0.0,1.5871219354577524,1106.6666666666667,0.06989537431243352,0.7848889781975283,34200,31615.41176470588,2274.0549426856305,1.08175089587729,17.517439,78.299541,Sangareddy,Active,10.969268464332893,-1.9475587017594884,0.05202864614907889,3,-1,High-Volume Urban Hubs
1481006,538,103338,337.70588235294116,341.0,364,13.646536750563277,81108,1.1725898692810457,0.7843435665816199,2237814.0,44100.0,33.09537254901961,1.1725898692810457,288.0,0.040409532269565535,0.7848806828078732,6552,6078.705882352941,252.78344603283543,1.0778609998258142,16.743738,77.985642,Mahbubnagar,Active,0.2367906242806804,0.5738540954416282,1.7476182807829481,0,0,Active Urban Shops
3302177,930,28782,94.05882352941177,94.0,125,11.489830311131316,22590,0.1440044815782362,0.7835935636545546,615672.0,87876.0,6.235542197819854,0.1440044815782362,653.1666666666666,0.12215579442728729,0.7848655409631019,2250,1693.0588235294117,212.83340626774134,1.3289555972482803,17.44749,78.528198,Medchal,Active,-1.0583363834018475,3.017492377540436,-0.4485012903951481,0,0,Active Urban Shops
1673349,536,140148,458.0,451.0,550,41.33715829296567,109980,0.6979278790269701,0.78442457605731,3337524.0,645912.0,5.190543500160026,0.6979278790269701,656.3888888888889,0.09025580413311281,0.7847418443359877,9900,8244.0,765.71437233475,1.2008733624454149,17.362038,78.464608,Hyderabad,Active,2.244542389510356,1.5041738980389923,0.14782272147807973,0,0,Active Urban Shops
3810042,935,133776,437.1764705882353,425.0,516,46.7975223734045,104976,0.6959587546194805,0.7839246288860889,2777562.0,0.0,0.0,0.6959587546194805,628.1666666666666,0.10704492469696938,0.7847147470398278,9288,7869.176470588235,866.8601556259028,1.1803013993541442,17.848341,78.686458,Siddipet,Active,1.3531547551784529,1.613899382317824,0.34687766060303216,0,0,Active Urban Shops
1676646,536,213894,699.0,714.0,780,75.03048560746366,167832,0.9004549562444264,0.7831835105643316,4455558.0,766800.0,5.837524359989222,0.9004549562444264,776.2777777777778,0.10733975051139294,0.7846503408230245,14040,12582.0,1389.8372206844945,1.1158798283261802,17.410886,78.509228,Hyderabad,Active,4.246451402316034,0.9905233492830405,0.20227100420145958,0,0,Active Urban Shops
2084156,534,252468,825.0588235294117,828.0,1030,99.36785344838263,198090,0.913834645309692,0.7837691088087275,5214240.0,0.0,0.0,0.913834645309692,902.8888888888889,0.12043729563827926,0.784614287751319,18540,14851.058823529413,1840.6537042104173,1.2483958363040069,18.431795,79.109029,Karimnagar,Active,4.7110428616671465,1.128370318695726,0.14650563809649714,0,0,Active Urban Shops
3614001,933,151650,495.5882352941176,497.0,505,5.6249204430246635,118890,0.955424376800725,0.7839948293957301,3043008.0,0.0,0.0,0.955424376800725,518.7222222222222,0.011349987837557186,0.7839762611275964,9090,8920.588235294117,104.19396505048255,1.0189910979228487,18.527122,79.316926,Peddapalli,Active,1.1558933384773047,0.06826094938245733,0.7121733048407818,0,0,Active Urban Shops
3384034,930,272214,889.5882352941177,936.0,998,108.00112503432028,213408,1.118718965090904,0.7860446290641743,5960322.0,458460.0,12.108813878150317,1.118718965090904,795.2222222222222,0.12140574790606656,0.7839714342392382,17964,16012.588235294117,2000.573263430495,1.1218673543609072,17.46886,78.418804,Medchal,Active,5.585364880644394,0.6503331656496265,0.5055049190843396,3,0,High-Volume Urban Hubs
3302232,930,463356,1514.235294117647,1570.0,1648,181.6629833981771,363204,1.5858810627878674,0.784780377918768,9334962.0,813924.0,12.02285722974032,1.5858810627878674,954.8333333333334,0.1199701156774536,0.7838551783078238,29664,27256.235294117647,3365.0585345839786,1.0883381244658534,,,Medchal,Active,10.592969044540867,-0.5441178364112712,0.6132356151323317,3,-1,High-Volume Urban Hubs
1882567,533,219960,718.8235294117648,725.0,792,41.699961496551616,172404,1.3239359292087125,0.7839091831094623,5027904.0,0.0,0.0,1.3239359292087125,542.9444444444445,0.05801140306394251,0.7837970540098199,14256,12938.823529411764,772.434805929772,1.1018003273322423,18.654222,77.89137,Nizamabad,Active,3.1724136253486446,-0.11337077391846065,1.3723974841387867,0,0,Active Urban Shops
1881012,533,364158,1190.0588235294117,1188.0,1282,30.195045797986808,285372,0.9810872411619223,0.7836319401539396,7557930.0,0.0,0.0,0.9810872411619223,1213.0,0.02537273385229478,0.7836488557164747,23076,21421.058823529413,559.3219634732114,1.077257673866838,18.664355,78.097957,Nizamabad,Active,6.5381501044067685,-1.1561340073282602,-0.7999099732606839,3,0,High-Volume Urban Hubs
2918005,926,101790,332.6470588235294,332.0,342,5.880192467280829,79758,1.0354006767166088,0.7828385239848117,2144952.0,0.0,0.0,1.0354006767166088,321.27777777777777,0.017676971166007797,0.7835543766578249,6156,5987.64705882353,108.92253048409613,1.0281167108753315,18.259081,78.333563,Kamareddy,Active,-0.016141170751106305,0.40520896148109625,1.3281035166430326,0,0,Active Urban Shops
3302228,930,303372,991.4117647058823,939.0,1254,113.7616449473981,237708,1.041830465371134,0.7821716214120888,6291108.0,670284.0,10.965597703152737,1.041830465371134,951.6111111111111,0.11474712021512802,0.7835528657885369,22572,17845.41176470588,2107.279023374205,1.264862940548238,17.370669,78.569333,Medchal,Active,6.641683187642214,0.8645333266574717,0.09156272519377291,3,0,High-Volume Urban Hubs
1673400,536,303588,992.1176470588235,997.0,1106,44.01965897283707,237852,0.7944718677003422,0.7833707146965103,7920612.0,1456974.0,5.435792507126935,0.7944718677003422,1248.7777777777778,0.04436939419768945,0.7834697023597771,19908,17858.117647058825,815.4040319339351,1.1147871457369856,17.35398,78.457568,Hyderabad,Active,7.316558268169648,-0.27141427265430335,-1.2430960993818485,3,0,High-Volume Urban Hubs
3302026,930,436932,1427.8823529411766,1404.0,1675,103.44314609700128,342288,0.975913657296425,0.7828471192327959,9015192.0,997830.0,11.876779784149836,0.975913657296425,1463.1666666666667,0.07244514639733961,0.7833896350004119,30150,25701.882352941175,1916.1429318540195,1.1730658317541403,17.41739,78.56418,Medchal,Active,10.113239087430454,-0.5599852057772298,-1.3443164242799768,3,0,High-Volume Urban Hubs
4213002,939,148374,484.88235294117646,474.0,565,40.121281900392496,116226,0.8080652763472594,0.7830557869842731,3378276.0,0.0,0.0,0.8080652763472594,610.9444444444445,0.08274436398236958,0.7833313114157467,10170,8727.882352941177,743.1919235931709,1.165231105180153,16.367801,78.068148,Wanaparthy,Active,1.6419217326896791,1.1572610971075274,0.48766456609039344,0,0,Active Urban Shops
1674419,536,143766,469.8235294117647,466.0,597,59.16225177184791,112608,0.4838276789032622,0.7830098932564022,3118320.0,443376.0,7.083125918271301,0.4838276789032622,971.0555555555555,0.1259244121849774,0.7832728183297859,10746,8456.823529411764,1095.8998719827305,1.2706898710404408,17.386997,78.492456,Hyderabad,Active,2.59182840494502,2.0866319589962363,-0.5022456226279141,0,0,Active Urban Shops
1673374,536,329868,1078.0,1074.0,1169,31.780600330658274,258354,0.8621855937214428,0.7831121130029903,8434836.0,1521990.0,5.542712604207683,0.8621855937214428,1250.3333333333333,0.029481076373523447,0.7832041907672159,21042,19404.0,588.6921946144689,1.0844155844155845,17.350984,78.456325,Hyderabad,Active,7.768142488075123,-0.7325049776208972,-1.2614848986462357,3,0,High-Volume Urban Hubs
3302144,930,412182,1347.0,1333.0,1597,121.27827370197483,322812,1.2066901618605168,0.7822152820958347,8529030.0,728460.0,10.703007653376542,1.2066901618605168,1116.2777777777778,0.0900358379376205,0.7831783047294641,28746,24246.0,2246.514299976744,1.1855976243504083,17.519329,78.502129,Medchal,Active,9.166405093911727,-0.3155905985305249,-0.2780979082890669,3,0,High-Volume Urban Hubs
2111107,540,187668,613.2941176470588,613.0,634,9.268230490876642,146970,0.9257358271289929,0.7832607900281716,3750966.0,0.0,0.0,0.9257358271289929,662.5,0.015112211619499608,0.783138308075964,11412,11039.29411764706,171.68130529628243,1.0337617494724727,18.007199,79.574476,Hanumakonda,Active,2.06936450216588,-0.09186881282698116,0.35886874255818696,0,0,Active Urban Shops
2084158,534,385488,1259.764705882353,1261.0,1411,60.99844284020382,301878,1.3895835687118294,0.782959494486102,7733250.0,0.0,0.0,1.3895835687118294,906.7777777777778,0.04842050468264218,0.7831060889054913,25398,22675.764705882353,1129.912802465956,1.1200504295853568,18.440536,79.106881,Karimnagar,Active,7.0034653268234255,-1.1671411899615363,0.44860880471785464,3,0,High-Volume Urban Hubs
1678825,536,171522,560.5294117647059,463.0,907,229.4557797699086,134316,0.5604053459365154,0.8026614189184519,3747816.0,745866.0,5.078427763372532,0.5604053459365154,1000.2222222222222,0.40935546815914015,0.7830832196452933,16326,10089.529411764706,4250.354781039564,1.6181131283450518,17.426343,78.49709,Hyderabad,Active,5.276831772805182,5.528593694752933,0.3300627960696236,4,-1,Volatile Portability Hubs
1981020,532,180144,588.7058823529412,621.0,683,89.43347247016277,141066,1.07482714392055,0.7815273425276177,3869640.0,0.0,0.0,1.07482714392055,547.7222222222222,0.15191537090255466,0.7830735411670664,12294,10596.70588235294,1656.632871395541,1.1601718625099922,19.675992,78.537814,Adilabad,Active,2.7546435956935067,1.431779137635279,1.1951476006272836,0,0,Active Urban Shops
3310002,930,363240,1187.0588235294117,1170.0,1385,94.84995815093616,284436,1.4179082357251613,0.7824761366728538,7853616.0,0.0,0.0,1.4179082357251613,839.1666666666666,0.07990333441852898,0.7830525272547076,24930,21367.058823529413,1756.9658672904072,1.166749256689792,17.469689,78.642125,Medchal,Active,6.93196117076267,-0.5474662268333618,0.7600377775491224,3,0,High-Volume Urban Hubs
1890018,533,135036,441.29411764705884,448.0,467,26.40662667774111,105732,0.9174513880396234,0.783541017677233,2906820.0,0.0,0.0,0.9174513880396234,481.0,0.059839063385976915,0.782991202346041,8406,7943.294117647059,489.1466759451967,1.0582511330311917,18.683951,78.097024,Nizamabad,Active,1.0348631267839628,0.7188311145450664,0.8369153453782917,0,0,Active Urban Shops
3384203,930,463320,1514.1176470588234,1537.0,1792,118.77599476940574,362772,1.6040565731978385,0.7829004073057593,9404172.0,925074.0,13.345503766131301,1.6040565731978385,944.0,0.07844568419113822,0.782983682983683,32256,27254.117647058825,2200.1630019828344,1.1835275835275834,17.5479,78.44123,Medchal,Active,10.314503985058519,-1.0878833538618604,0.5248063606739164,3,0,High-Volume Urban Hubs
1676660,536,262404,857.5294117647059,865.0,975,58.015832641011755,205416,1.1696732125748943,0.7830952135888197,5517144.0,949104.0,5.8226910359195285,1.1696732125748943,733.1666666666666,0.06765462717088763,0.7828234325696255,17550,15435.529411764706,1074.6640241051534,1.1369872410481547,17.40047,78.501246,Hyderabad,Active,5.307512102734487,0.10856940356677175,0.5487108230754586,3,0,High-Volume Urban Hubs
4018043,937,135756,443.6470588235294,399.0,634,105.27207345890702,106272,0.6428125677723664,0.7738517553882108,2653146.0,0.0,0.0,0.6428125677723664,690.1666666666666,0.2372878876692415,0.7828162291169452,11412,7985.64705882353,1950.0213121007316,1.4290639087775125,17.132504,79.614602,Suryapet,Active,2.085710773711233,3.3559543609282323,0.56409246530061,0,0,Active Urban Shops
1672223,536,291816,953.6470588235294,951.0,1063,69.30781618810207,228420,0.9602822736897896,0.7824300578302495,7358238.0,1259100.0,5.854058506934669,0.9602822736897896,993.1111111111111,0.07267658988389682,0.7827535159141377,19134,17165.647058823528,1283.8325894161817,1.114668147051567,17.361873,78.478287,Hyderabad,Active,6.761698471074013,0.07154509326686741,-0.43692346929138454,3,0,High-Volume Urban Hubs
3724048,934,245358,801.8235294117648,817.0,869,66.10117606622802,192042,1.3442377700143726,0.7825003221515024,5215014.0,0.0,0.0,1.3442377700143726,596.5555555555555,0.08243855866230476,0.7827011958036828,15642,14432.823529411764,1224.4339628627442,1.0837796199838603,17.611444,78.086294,Sangareddy,Active,3.892564934681121,-0.0036393182880554375,1.3278580328153013,0,0,Active Urban Shops
3727009,934,162792,532.0,524.0,641,45.57566218505818,127404,0.9204152249134947,0.7815820885396287,4003416.0,0.0,0.0,0.9204152249134947,578.0,0.08566853794183868,0.7826183104820875,11538,9576.0,844.2268652441711,1.2048872180451127,17.6769,77.617754,Sangareddy,Active,2.070048185598696,1.0621270119585564,0.722254220242047,0,0,Active Urban Shops
1882520,533,99612,325.52941176470586,331.0,370,23.79283783225239,77958,1.00783099617556,0.7828665175876202,2456478.0,0.0,0.0,1.00783099617556,323.0,0.07308967169286061,0.7826165522226238,6660,5859.529411764706,440.729809186856,1.1366100469822913,18.662422,77.905518,Nizamabad,Active,0.24226256184386083,1.0914459671627308,1.4073672008088438,0,0,Active Urban Shops
3302108,930,197010,643.8235294117648,632.0,851,129.04619163578255,154170,0.7738411404554014,0.7835882783137248,4183452.0,179460.0,18.350586057084808,0.7738411404554014,832.0,0.20043720948454116,0.782549109182275,15318,11588.823529411764,2390.4043652511523,1.3217907720420283,17.500508,78.584757,Medchal,Active,3.9991966370350234,2.5201583093488127,0.314824286790355,0,0,Active Urban Shops
1673395,536,311886,1019.2352941176471,994.0,1166,82.0815080475245,244062,0.8167391617436245,0.7825432115052864,8121510.0,1430784.0,5.677551085822645,0.8167391617436245,1247.9444444444443,0.08053244282379618,0.7825359265885612,20988,18346.235294117647,1520.4477765370532,1.1439949212212155,17.347476,78.453052,Hyderabad,Active,7.7971993476860755,0.21535647326141566,-1.1039724206829016,3,0,High-Volume Urban Hubs
3302032,930,239814,783.7058823529412,759.0,1166,118.68845469025152,187650,0.6601503891837754,0.7801197900509141,4829076.0,466200.0,17.35171791533936,0.6601503891837754,1187.1666666666667,0.15144514972110454,0.7824814231029048,20988,14106.70588235294,2198.5414416353933,1.4878030473617054,17.392193,78.542081,Medchal,Active,5.594462494966193,2.266366859815511,-0.5447874620512029,3,-1,High-Volume Urban Hubs
3903029,936,51948,169.76470588235293,171.0,180,7.593582023393056,40644,1.0165551250440297,0.7820369567403886,986076.0,0.0,0.0,1.0165551250440297,167.0,0.04473003963883644,0.7823977823977823,3240,3055.764705882353,140.66073075478664,1.0602910602910602,18.387936,78.570915,Rajanna Siricilla,Active,-1.1832315440957428,1.0320989886530376,1.7271914095089516,1,0,Stable Rural Shops
2084102,534,218340,713.5294117647059,688.0,914,144.24655844738587,170820,1.2083156082306512,0.779582279176566,4591440.0,0.0,0.0,1.2083156082306512,591.0555555555555,0.20215923277869413,0.7823577906018137,16452,12843.529411764706,2671.970389938085,1.2809563066776586,18.431745,79.138398,Karimnagar,Active,4.13245760759953,2.009880044844776,1.5114384882562855,0,0,Active Urban Shops
4005035,937,82116,268.3529411764706,255.0,413,62.445514148117624,64224,0.622598138687971,0.7773110683487254,1462014.0,0.0,0.0,0.622598138687971,431.05555555555554,0.2326991978338447,0.7821131082858396,7434,4830.35294117647,1156.7178210985853,1.539017974572556,16.895772,79.86649,Suryapet,Active,0.3403822111350484,3.6884308723897257,1.0073657264292737,0,0,Active Urban Shops
1673377,536,464868,1519.1764705882354,1541.0,1630,118.09549443229119,363510,1.2664540315254937,0.781899896620122,11172420.0,1839744.0,6.120747943543062,1.2664540315254937,1199.5555555555557,0.0777365215422036,0.7819639123364052,29340,27345.176470588234,2187.5576631055387,1.0729497405715172,17.362546,78.438652,Hyderabad,Active,11.593566458365807,-1.0678172917444382,-0.7831348857774176,3,0,High-Volume Urban Hubs
2706048,924,141804,463.4117647058824,463.0,475,5.99073537374384,110862,0.9158754052802223,0.7817585931674179,2927934.0,0.0,0.0,0.9158754052802223,506.0,0.012927456378985184,0.7817974105102818,8550,8341.411764705883,110.97018677528284,1.0250063467885249,18.798053,78.91569,Jagityal,Active,0.9493720939209821,0.1905547454764047,0.6717087715657436,0,0,Active Urban Shops
4317045,940,112482,367.5882352941176,367.0,436,43.29805650607744,87912,0.914398595258999,0.7835328517746332,2474982.0,0.0,0.0,0.914398595258999,402.0,0.11778956002613482,0.7815650504080653,7848,6616.588235294118,802.0373322688546,1.1861097775644103,17.983489,79.60104,Warangal,Active,0.7270588952949761,1.6134359028971983,1.1825608550163298,0,0,Active Urban Shops
3384109,930,339768,1110.3529411764705,1114.0,1206,53.99119182422064,265536,1.1840393129017552,0.7810503962720975,7255206.0,117000.0,21.34439775910364,1.1840393129017552,937.7777777777778,0.04862525222567022,0.7815215087942361,21708,19986.352941176472,1000.1130524331031,1.086141131595677,17.50466,78.39952,Medchal,Active,6.186401616980447,-0.7950767606452116,0.0831041707951659,3,0,High-Volume Urban Hubs
1679992,536,255006,833.3529411764706,828.0,936,51.971678364055684,199278,0.8076878503414369,0.7816177958935973,5684742.0,784800.0,7.263167820124324,0.8076878503414369,1031.7777777777778,0.062364546635769506,0.7814639655537516,16848,15000.35294117647,962.7043251419713,1.1231735723865321,17.424164,78.511984,Hyderabad,Active,5.21360100292138,0.3057310996718585,-0.5656857210797919,3,0,High-Volume Urban Hubs
4213006,939,132372,432.5882352941176,404.0,650,111.57686636144406,103428,0.8581343379651005,0.776829949815251,2824362.0,0.0,0.0,0.8581343379651005,539.8333333333334,0.2579285733131016,0.7813434865379385,11700,7786.588235294118,2066.8089854538907,1.502583627957574,16.364929,78.065176,Wanaparthy,Active,2.0755337392420152,3.483293700308009,1.2910496380452063,0,0,Active Urban Shops
3722031,934,304452,994.9411764705883,1003.0,1034,27.650567905499326,237870,1.6307549849469414,0.7810988653907541,6429420.0,0.0,0.0,1.6307549849469414,610.1111111111111,0.027791158471886516,0.7813054274565449,18612,17908.941176470587,512.1889874094605,1.0392574198888496,17.51183,78.299431,Sangareddy,Active,4.767553610854494,-1.3791985271427514,1.580984464012511,0,0,Active Urban Shops
3302222,930,282474,923.1176470588235,913.0,1061,48.61315226156576,220698,0.9429826623093326,0.7809967779296665,5906430.0,748314.0,9.706628739239003,0.9429826623093326,978.9444444444445,0.052661924963143945,0.781303766010323,19098,16616.117647058825,900.4922183417891,1.1493659593449308,17.469785,78.544347,Medchal,Active,5.638318225790695,0.00020297000023900127,-0.3124149376477262,3,0,High-Volume Urban Hubs
1677797,536,492210,1608.5294117647059,1578.0,2029,200.27577900660387,384426,1.3488999324030093,0.7813076108135131,10518444.0,1574460.0,6.685290971452048,1.3488999324030093,1192.5,0.12450862106828546,0.7810202962150302,36522,28953.529411764706,3709.8351398284385,1.2614006216858658,17.423862,78.427928,Hyderabad,Active,12.661267572390749,-0.006499668579494394,-0.3895711892623356,3,-1,High-Volume Urban Hubs
2401003,921,162990,532.6470588235294,525.0,561,15.68353865566512,127296,1.0056534695055146,0.7808843946956628,3334878.0,0.0,0.0,1.0056534695055146,529.6666666666666,0.029444523152546333,0.7810049696300386,10098,9587.64705882353,290.51612286938354,1.0532302595251242,19.359602,79.287449,Kumarambheem Asifabad,Active,1.520187205970022,0.18280598344593893,0.8226908928251747,0,0,Active Urban Shops
2909034,926,144666,472.7647058823529,459.0,625,89.53751954336681,112968,0.7260279962828576,0.781628683256621,3218598.0,0.0,0.0,0.7260279962828576,651.1666666666666,0.18939129429354684,0.7808883911907428,11250,8509.764705882353,1658.560201251818,1.3220107005101405,18.335081,78.327177,Kamareddy,Active,2.138367673383307,2.564412421326223,0.5755562159521924,0,0,Active Urban Shops
1676681,536,335592,1096.7058823529412,1097.0,1200,79.27713435069568,262044,1.3609839702181104,0.7803481886648126,7400142.0,1162710.0,6.404938942327301,1.3609839702181104,805.8333333333334,0.07228659536375383,0.7808410212400773,21600,19740.70588235294,1468.5005858317643,1.0941857970392619,17.39572,78.515376,Hyderabad,Active,7.328619854221079,-0.4863668719851057,0.5548574375339221,3,0,High-Volume Urban Hubs
1706005,535,154620,505.29411764705884,516.0,599,43.26629435923015,120726,0.9683068431597103,0.7804840307319897,3428694.0,0.0,0.0,0.9683068431597103,521.8333333333334,0.08562596089719587,0.7807916181606519,10782,9095.29411764706,801.4489818998057,1.1854481955762515,18.050951,77.91413,Medak,Active,1.759114305221301,1.043465097103724,0.9336615660601872,0,0,Active Urban Shops
1581264,537,186048,608.0,609.0,795,116.79944980782153,145260,0.9544740973312402,0.7838072606431942,4035780.0,557190.0,7.242371647452813,0.9544740973312402,637.0,0.19210435823654856,0.780766253869969,14310,10944.0,2163.550207413731,1.3075657894736843,17.491346,78.325859,Ranga Reddy,Active,3.874136052263064,2.3098423502461305,0.8791373330253924,0,0,Active Urban Shops
1585217,537,158868,519.1764705882352,494.0,733,76.37775984309805,124038,0.8105806826876337,0.7787237155746216,3333780.0,455040.0,7.304896811133134,0.8105806826876337,640.5,0.147113292242541,0.7807613868116927,13194,9345.176470588236,1414.793634920572,1.4118513482891455,17.350636,78.548249,Ranga Reddy,Active,2.819326062478257,2.300118696136095,0.6189689792513607,0,0,Active Urban Shops
1581234,537,279828,914.4705882352941,929.0,1016,50.82945561720449,218448,1.0296165892571123,0.7808065793267844,6455160.0,160470.0,61.95998805169329,1.0296165892571123,888.1666666666666,0.05558347777514964,0.7806509713109482,18288,16460.470588235294,941.5462095435797,1.1110253441399718,17.420646,78.351186,Ranga Reddy,Active,5.083750475249507,-0.17903126765995456,0.02117005567211237,3,0,High-Volume Urban Hubs
1807022,533,86562,282.88235294117646,284.0,327,26.894070569970715,67572,0.6258459135866736,0.7813727049822652,1588230.0,0.0,0.0,0.6258459135866736,452.0,0.09507157406727015,0.7806196714493657,5886,5091.882352941177,498.17590798242907,1.1559575795383656,18.87026,78.510615,Nizamabad,Active,-0.0625928862073474,1.7834327790674838,0.5091703992180497,0,0,Active Urban Shops
3302221,930,14760,48.23529411764706,35.0,202,48.455863264080946,11520,0.1366438926845526,0.6982257813150042,304848.0,0.0,0.0,0.1366438926845526,353.0,1.0045727749870441,0.7804878048780488,3636,868.2352941176471,897.578654590488,4.18780487804878,17.459987,78.541935,Medchal,Active,-0.5253466707853115,14.596140352033972,2.9409142772573498,4,-1,Volatile Portability Hubs
3213048,929,109602,358.1764705882353,394.0,406,69.31487836377107,85482,0.8285880889259918,0.7798831082702751,2163168.0,0.0,0.0,0.8285880889259918,432.27777777777777,0.19352158518379178,0.7799310231565117,7308,6447.176470588235,1283.9634065703603,1.1335194613236985,18.978801,79.486281,Manchiryala,Active,0.8945884273149766,2.2277058113949666,1.0859140700933199,0,0,Active Urban Shops
